x/D	y [mm]	pdin [V]	pdin_nc [Pa]	pdin_c [Pa]	offset_inicio [Pa]	offset_fim [Pa]	V_c [m/s]	rho_kg/m^3	vrot_hz	
1.0	0.0	2.486	2.719	0.013	2.706	99999.000	0.151	1.176	35.0	
1.0	1.0	2.487	2.809	0.104	2.706	99999.000	0.420	1.176	35.0	
1.0	2.0	2.488	2.839	0.134	2.706	99999.000	0.477	1.176	35.0	
1.0	3.0	2.489	2.879	0.174	2.706	99999.000	0.543	1.176	35.0	
1.0	4.0	2.491	2.970	0.264	2.706	99999.000	0.670	1.176	35.0	
1.0	5.0	2.492	3.040	0.334	2.706	99999.000	0.754	1.176	35.0	
1.0	6.0	2.491	2.980	0.274	2.706	99999.000	0.682	1.176	35.0	
1.0	7.0	2.492	3.040	0.334	2.706	99999.000	0.754	1.176	35.0	
1.0	8.0	2.492	3.060	0.354	2.706	99999.000	0.776	1.176	35.0	
1.0	9.0	2.494	3.150	0.444	2.706	99999.000	0.869	1.176	35.0	
1.0	10.0	2.494	3.160	0.454	2.706	99999.000	0.879	1.176	35.0	
1.0	11.0	2.495	3.210	0.505	2.706	99999.000	0.926	1.176	35.0	
1.0	12.0	2.496	3.270	0.565	2.706	99999.000	0.980	1.176	35.0	
1.0	13.0	2.495	3.190	0.484	2.706	99999.000	0.908	1.176	35.0	
1.0	14.0	2.495	3.210	0.505	2.706	99999.000	0.926	1.176	35.0	
1.0	15.0	2.495	3.180	0.474	2.706	99999.000	0.898	1.176	35.0	
1.0	16.0	2.498	3.331	0.625	2.706	99999.000	1.031	1.176	35.0	
1.0	17.0	2.506	3.772	1.066	2.706	99999.000	1.346	1.176	35.0	
1.0	18.0	2.522	4.573	1.868	2.706	99999.000	1.782	1.176	35.0	
1.0	19.0	2.546	5.836	3.131	2.706	99999.000	2.307	1.176	35.0	
1.0	20.0	2.583	7.731	5.025	2.706	99999.000	2.923	1.176	35.0	
1.0	21.0	2.630	10.106	7.401	2.706	99999.000	3.547	1.176	35.0	
1.0	22.0	2.690	13.214	10.508	2.706	99999.000	4.226	1.176	35.0	
1.0	23.0	2.764	16.972	14.267	2.706	99999.000	4.925	1.176	35.0	
1.0	24.0	2.852	21.503	18.797	2.706	99999.000	5.653	1.176	35.0	
1.0	25.0	2.943	26.154	23.448	2.706	99999.000	6.314	1.176	35.0	
1.0	26.0	3.021	30.163	27.457	2.706	99999.000	6.832	1.176	35.0	
1.0	27.0	3.059	32.128	29.422	2.706	99999.000	7.072	1.176	35.0	
1.0	28.0	3.066	32.459	29.753	2.706	99999.000	7.112	1.176	35.0	
1.0	29.0	3.053	31.807	29.101	2.706	99999.000	7.034	1.176	35.0	
1.0	30.0	3.036	30.955	28.249	2.706	99999.000	6.930	1.176	35.0	
1.0	31.0	3.015	29.883	27.177	2.706	99999.000	6.797	1.176	35.0	
1.0	32.0	3.001	29.121	26.415	2.706	99999.000	6.701	1.176	35.0	
1.0	33.0	2.986	28.379	25.673	2.706	99999.000	6.606	1.176	35.0	
1.0	34.0	2.964	27.226	24.521	2.706	99999.000	6.456	1.176	35.0	
1.0	35.0	2.923	25.141	22.436	2.706	99999.000	6.176	1.176	35.0	
1.0	36.0	2.865	22.185	19.479	2.706	99999.000	5.754	1.176	35.0	
1.0	37.0	2.794	18.506	15.800	2.706	99999.000	5.183	1.176	35.0	
1.0	38.0	2.730	15.268	12.563	2.706	99999.000	4.621	1.176	35.0	
1.0	39.0	2.673	12.332	9.626	2.706	99999.000	4.045	1.176	35.0	
1.0	40.0	2.622	9.725	7.020	2.706	99999.000	3.454	1.176	35.0	
1.0	41.0	2.577	7.420	4.714	2.706	99999.000	2.831	1.176	35.0	
1.0	42.0	2.544	5.706	3.000	2.706	99999.000	2.258	1.176	35.0	
1.0	43.0	2.528	4.914	2.208	2.706	99999.000	1.938	1.176	35.0	
1.0	44.0	2.513	4.112	1.407	2.706	99999.000	1.546	1.176	35.0	
1.0	45.0	2.505	3.711	1.006	2.706	99999.000	1.308	1.176	35.0	
1.0	46.0	2.503	3.611	0.905	2.706	99999.000	1.241	1.176	35.0	
1.0	47.0	2.503	3.621	0.915	2.706	99999.000	1.248	1.176	35.0	
1.0	48.0	2.501	3.531	0.825	2.706	99999.000	1.184	1.176	35.0	
1.0	49.0	2.499	3.421	0.715	2.706	99999.000	1.102	1.176	35.0	
1.0	50.0	2.497	3.290	0.585	2.706	99999.000	0.997	1.176	35.0	
1.0	51.0	2.500	3.481	0.775	2.706	99999.000	1.148	1.176	35.0	
1.0	52.0	2.502	3.571	0.865	2.706	99999.000	1.213	1.176	35.0	
